1,0,中国,1,0
2,0,蒙古,1,0
3,0,朝鲜,1,0
4,0,韩国,1,0
5,0,日本,1,0
6,0,菲律宾,1,0
7,0,越南,1,0
8,0,老挝,1,0
9,0,柬埔寨,1,0
10,0,缅甸,1,0
11,0,泰国,1,0
12,0,马来西亚,1,0
13,0,文莱,1,0
14,0,新加坡,1,0
15,0,印度尼西亚,1,0
15,0,印度尼西亚,1,0
16,0,东帝汶,1,0
17,0,毛里求斯,1,0
18,0,留尼旺,1,0
19,0,圣赫勒拿,1,0
20,0,澳大利亚,1,0
21,0,新西兰,1,0
22,0,巴布亚新几内亚,1,0
23,0,所罗门群岛,1,0
24,0,瓦努阿图共和国,1,0
25,0,密克罗尼西亚,1,0
26,0,马绍尔群岛,1,0
27,0,帕劳,1,0
28,0,瑙鲁,1,0
29,0,基里巴斯,1,0
30,0,图瓦卢,1,0
31,0,萨摩亚,1,0
32,0,斐济,1,0
33,0,汤加,1,0
34,0,库克群岛,1,0
35,0,台湾省,1,0
36,0,新喀里多尼亚群岛,1,0
37,0,瓦利斯和富图纳群岛,1,0
38,0,诺福克岛,1,0
139,0,关岛,1,0
140,0,新喀里多尼亚,1,0
141,0,法属波利尼西亚,1,0
142,0,皮特凯恩岛,1,0
143,0,瓦利斯与富图纳,1,0
144,0,纽埃,1,0
145,0,托克劳,1,0
146,0,美属萨摩亚,1,0
147,0,北马里亚纳,1,0
148,0,加拿大,1,0
149,0,美国,1,0
150,0,东萨摩亚,1,0
251,0,墨西哥,1,0
252,0,格陵兰,1,0
253,0,危地马拉,1,0
254,0,伯利兹,1,0
255,0,萨尔瓦多,1,0
256,0,洪都拉斯,1,0
257,0,尼加拉瓜,1,0
258,0,哥斯达黎加,1,0
259,0,巴拿马,1,0
260,0,巴哈马,1,0
261,0,古巴,1,0
262,0,牙买加,1,0
263,0,海地,1,0
264,0,多米尼加共和国,1,0
265,0,安提瓜和巴布达,1,0
266,0,圣基茨和尼维斯,1,0
267,0,多米尼克,1,0
268,0,圣卢西亚,1,0
269,0,圣文森特和格林纳丁斯,1,0
270,0,格林纳达,1,0
271,0,巴巴多斯,1,0
272,0,特立尼达和多巴哥,1,0
273,0,波多黎各,1,0
274,0,英属维尔京群岛,1,0
275,0,美属维尔京群岛,1,0
276,0,安圭拉,1,0
277,0,蒙特塞拉特岛,1,0
278,0,瓜德罗普,1,0
279,0,马提尼克,1,0
280,0,荷属安的列斯,1,0
281,0,阿鲁巴,1,0
282,0,特克斯和凯科斯群岛,1,0
283,0,开曼群岛,1,0
284,0,百慕大,1,0
285,0,哥伦比亚,1,0
286,0,委内瑞拉,1,0
287,0,圭亚那,1,0
288,0,法属圭亚那,1,0
289,0,苏里南,1,0
290,0,厄瓜多尔,1,0
291,0,秘鲁,1,0
292,0,玻利维亚,1,0
293,0,巴西,1,0
294,0,智利,1,0
295,0,阿根廷,1,0
296,0,乌拉圭,1,0
297,0,巴拉圭,1,0
298,0,百慕大群岛,1,0
299,0,圣皮埃尔和密克隆群岛,1,0
200,0,法属圣马丁,1,0
201,0,奥兰群岛,1,0
202,0,北马里亚纳群岛,1,0
203,0,库拉索,1,0
204,0,博内尔岛,1,0
205,0,圣马丁岛,1,0
206,0,圣巴泰勒米岛,1,0
207,0,福克兰群岛,1,0
308,0,格鲁吉亚,1,0
309,0,亚美尼亚,1,0
310,0,阿塞拜疆,1,0
311,0,土耳其,1,0
312,0,塞浦路斯,1,0
313,0,芬兰,1,0
314,0,瑞典,1,0
315,0,挪威,1,0
316,0,冰岛,1,0
317,0,丹麦,1,0
318,0,爱沙尼亚,1,0
319,0,拉脱维亚,1,0
320,0,立陶宛,1,0
321,0,白俄罗斯,1,0
322,0,俄罗斯,1,0
323,0,乌克兰,1,0
324,0,摩尔多瓦,1,0
325,0,波兰,1,0
326,0,捷克,1,0
327,0,斯洛伐克,1,0
328,0,匈牙利,1,0
329,0,德国,1,0
330,0,奥地利,1,0
331,0,瑞士,1,0
332,0,列支敦士登,1,0
333,0,英国,1,0
334,0,爱尔兰,1,0
335,0,荷兰,1,0
336,0,比利时,1,0
337,0,卢森堡,1,0
338,0,法国,1,0
339,0,摩纳哥,1,0
340,0,罗马尼亚,1,0
341,0,保加利亚,1,0
342,0,塞尔维亚,1,0
343,0,马其顿,1,0
344,0,阿尔巴尼亚,1,0
345,0,希腊,1,0
346,0,斯洛文尼亚,1,0
347,0,克罗地亚,1,0
348,0,波斯尼亚和墨塞哥维那,1,0
349,0,意大利,1,0
350,0,梵蒂冈,1,0
351,0,圣马力诺,1,0
352,0,马耳他,1,0
353,0,西班牙,1,0
354,0,葡萄牙,1,0
355,0,安道尔共和国,1,0
356,0,波黑,1,0
357,0,直布罗陀,1,0
358,0,泽西岛,1,0
359,0,黑山,1,0
360,0,英属马恩岛,1,0
361,0,格陵兰岛,1,0
362,0,法罗群岛,1,0
363,0,根西岛,1,0
464,0,尼泊尔,1,0
465,0,不丹,1,0
466,0,孟加拉国,1,0
467,0,印度,1,0
468,0,巴基斯坦,1,0
469,0,斯里兰卡,1,0
470,0,马尔代夫,1,0
471,0,哈萨克斯坦,1,0
472,0,吉尔吉斯斯坦,1,0
473,0,塔吉克斯坦,1,0
474,0,乌兹别克斯坦,1,0
475,0,土库曼斯坦,1,0
476,0,英属印度洋领地,1,0
577,0,埃及,1,0
578,0,利比亚,1,0
579,0,苏丹,1,0
580,0,突尼斯,1,0
581,0,阿尔及利亚,1,0
582,0,摩洛哥,1,0
583,0,亚速尔群岛,1,0
584,0,马德拉群岛,1,0
585,0,埃塞俄比亚,1,0
586,0,厄立特里亚,1,0
587,0,索马里,1,0
588,0,吉布提,1,0
589,0,肯尼亚,1,0
590,0,坦桑尼亚,1,0
591,0,乌干达,1,0
592,0,卢旺达,1,0
593,0,布隆迪,1,0
594,0,塞舌尔,1,0
595,0,圣多美及普林西比,1,0
596,0,塞内加尔,1,0
597,0,冈比亚,1,0
598,0,马里,1,0
599,0,布基纳法索,1,0
500,0,几内亚,1,0
501,0,几内亚比绍,1,0
502,0,佛得角,1,0
503,0,塞拉利昂,1,0
504,0,利比里亚,1,0
505,0,科特迪瓦,1,0
506,0,加纳,1,0
507,0,多哥,1,0
508,0,贝宁,1,0
509,0,尼日尔,1,0
510,0,加那利群岛,1,0
511,0,赞比亚,1,0
512,0,安哥拉,1,0
513,0,津巴布韦,1,0
514,0,马拉维,1,0
515,0,莫桑比克,1,0
516,0,博茨瓦纳,1,0
517,0,纳米比亚,1,0
518,0,南非,1,0
519,0,莱索托,1,0
520,0,马达加斯加,1,0
521,0,科摩罗,1,0
522,0,尼日利亚,1,0
523,0,喀麦隆,1,0
524,0,加蓬,1,0
525,0,乍得,1,0
526,0,刚果共和国,1,0
527,0,中非共和国,1,0
528,0,南苏丹,1,0
529,0,赤道几内亚,1,0
530,0,毛里塔尼亚,1,0
531,0,刚果民主共和国,1,0
532,0,留尼汪岛,1,0
533,0,圣多美和普林西比,1,0
634,0,阿富汗,1,0
635,0,伊拉克,1,0
636,0,伊朗,1,0
637,0,叙利亚,1,0
638,0,约旦,1,0
639,0,黎巴嫩,1,0
640,0,以色列,1,0
641,0,巴勒斯坦,1,0
642,0,沙特阿拉伯,1,0
643,0,巴林,1,0
644,0,卡塔尔,1,0
645,0,科威特,1,0
646,0,阿拉伯联合酋长国,1,0
647,0,阿曼,1,0
648,0,也门,1,0
